Unnamed: 0,Efficacy,Coverage,Median Infected Passengers,Median Infected Crew,Percentage Averted,Total infections averted
2108,0.8571428571428571,0.1632653061224489,590.4772235024188,238.98439899248228,0.4252507911111868,613.7097810787275
2109,0.8571428571428571,0.183673469387755,549.1312132670816,218.49773652990967,0.4680957868925596,675.5424537766373
2110,0.8571428571428571,0.2040816326530612,509.7772420267922,199.25918214897416,0.5086956251904473,734.1349793978623
2111,0.8571428571428571,0.2244897959183673,471.8981877117224,181.2274078240024,0.5474372663438081,790.0458080379037
2112,0.8571428571428571,0.2448979591836734,435.8432073927348,164.39341928389723,0.5840850052943771,842.9347768969965
2113,0.8571428571428571,0.2653061224489795,401.7481593832198,148.737875621456,0.6185581049890927,892.6853685689528
2114,0.8571428571428571,0.2857142857142857,369.6404799570164,134.22285095010108,0.6508638338734856,939.3080726665112
2115,0.8571428571428571,0.3061224489795918,339.46400877429664,120.80417620489428,0.6810717120367964,982.9032185944377
2116,0.8571428571428571,0.3265306122448979,311.1586243008177,108.36717526954726,0.7093028599849461,1023.6456040032637
2117,0.8571428571428571,0.3469387755102041,284.66091545143007,96.9465286180412,0.7355771856866604,1061.5639595041573
2118,0.8571428571428571,0.3673469387755101,259.79970290390196,86.49065265516916,0.7600490456632001,1096.8810480145576
2119,0.8571428571428571,0.3877551020408163,236.54081985263304,76.94663350216507,0.7827787797218473,1129.6839502188304
2120,0.8571428571428571,0.4081632653061224,214.91268156659615,68.26089179631506,0.8037838245258273,1159.9978302107174
2121,0.8571428571428571,0.4285714285714285,194.8425098450061,60.37976482713046,0.8231517933073322,1187.949128901492
2122,0.8571428571428571,0.4489795918367346,176.2569363666738,53.25003037879506,0.840970402976974,1213.6644368281598
2123,0.8571428571428571,0.4693877551020408,159.64612900137865,46.819350514762334,0.8569362731239794,1236.7059240574877
2124,0.8571428571428571,0.4897959183673469,144.28530833552912,41.03666981962309,0.8715869939660308,1257.8494254184764
2125,0.8571428571428571,0.5102040816326531,130.1009471885464,35.85250977323032,0.885007798414771,1277.2179466118519
2126,0.8571428571428571,0.5306122448979591,116.6387559131229,31.2407490112468,0.89753157209311,1295.2918986492589
2127,0.8571428571428571,0.5510204081632653,104.2784218694928,27.136123958540143,0.9089404449792866,1311.7568577455957
2128,0.8571428571428571,0.5714285714285714,92.97723011039858,23.48752460063662,0.9192994301143708,1326.7066488625933
2129,0.8571428571428571,0.5918367346938775,82.66875612903388,20.25475844034137,0.9286824043807183,1340.2478890042535
2130,0.8571428571428571,0.6122448979591836,73.30552397414763,17.39992196912737,0.9371485287758147,1352.4659576303536
2131,0.8571428571428571,0.6326530612244897,64.93063014493849,14.887435759733304,0.9446925945823041,1363.3533376689568
2132,0.8571428571428571,0.6530612244897959,57.33157433917283,12.707967919855877,0.9514683134064363,1373.1318613146
2133,0.8571428571428571,0.673469387755102,50.454308286708454,10.8009258168956,0.9575551220375336,1381.9161694700244
2134,0.8571428571428571,0.6938775510204082,44.24697077969722,9.137409680769355,0.9630089812420933,1389.787023113162
2135,0.8571428571428571,0.7142857142857142,38.65995941844119,7.685375744739716,0.967886465150003,1396.8260684104478
2136,0.8571428571428571,0.7346938775510203,33.61469395791289,6.417114418469527,0.9722612239424545,1403.139595197246
2137,0.8571428571428571,0.7551020408163265,29.105029445307416,5.344861606934787,0.9761290370866993,1408.7215125213863
2138,0.8571428571428571,0.7755102040816326,25.10690611580246,4.446934383088461,0.9795216005349685,1413.6175630747377
2139,0.8571428571428571,0.7959183673469387,21.55409606571936,3.674961866882012,0.982518321891545,1417.9423456410273
2140,0.8571428571428571,0.8163265306122448,18.444304804102444,3.012365057846083,0.9851322789456493,1421.71473371168
2141,0.8571428571428571,0.836734693877551,15.717895846875392,2.4482439667936498,0.9874123477165044,1425.0052637599595
2142,0.8571428571428571,0.8571428571428571,13.284675759179642,1.966600107695459,0.9894321105385615,1427.9201277067534
2143,0.8571428571428571,0.8775510204081632,11.162662918768032,1.5624221842810495,0.9911825545659103,1430.4463184705796
2144,0.8571428571428571,0.8979591836734693,9.2765197579563,1.2287297665547483,0.9927207194526598,1432.6661540491175
2145,0.8571428571428571,0.9183673469387754,7.648719768448814,0.9584949649179262,0.9940359026571249,1434.5641888402617
2146,0.8571428571428571,0.9387755102040816,6.27773761815463,0.7416774126584383,0.9951361182646556,1436.1519885428156
2147,0.8571428571428571,0.9591836734693876,5.098359408017855,0.5608038999619764,0.9960786616932913,1437.5122402656489
2148,0.8571428571428571,0.979591836734694,4.083631056099632,0.4169970983122847,0.9968814320022782,1438.6707754192166
2149,0.8571428571428571,1.0,3.2400213687689945,0.3068168287116871,0.9975423306000258,1439.624565376148
2150,0.8775510204081632,0.0,996.0172956572094,447.1541079164193,0.0,0.0
2151,0.8775510204081632,0.0204081632653061,936.6650334053476,416.32632432840086,0.062487411832422235,90.18004583988022
2152,0.8775510204081632,0.0408163265306122,879.4431705747484,386.6285066105711,0.12271565660861139,177.09972638830914
2153,0.8775510204081632,0.0612244897959183,824.3852332006365,358.1221817948814,0.1806188703106546,260.66398857811055
2154,0.8775510204081632,0.0816326530612244,771.5147205780463,330.8572550127906,0.23614618966180523,340.7994279827917
2155,0.8775510204081632,0.1020408163265306,720.8454327543145,304.87188410114,0.28926161208880696,417.45408671817404
2156,0.8775510204081632,0.1224489795918367,672.381721162122,280.1926907604034,0.3399436757382185,490.5969916511033
2157,0.8775510204081632,0.1428571428571428,626.1191079371816,256.83518087053744,0.38818473909521867,560.2171147659095
2158,0.8775510204081632,0.1632653061224489,582.0446068311894,234.8042116750907,0.4339904348966642,626.3225850673484
2159,0.8775510204081632,0.183673469387755,540.1371613065755,214.09472058520385,0.47737886156549003,688.9395216818492
